governo	governo/governação/administração/governo/governação/administração
blindado	forças_armadas/exército/máquina_de_guerra
trilha	informática/ciência_da_computação
solicitador	antiguidade
signo	astrologia/astrologia
quitação	lei/jurisprudência/ciências_jurídicas
orla	rio/oceano/lago
indulto	lei/jurisprudência/ciências_jurídicas
igrejas	serviço
hebe	mitologia_grega/mitologia_grega
estética	filosofia/arte/arte
diamante	beisebol/basebol
sabor	física_de_partículas
oceano	mitologia_grega/mitologia_grega
nice	mitologia_grega/mitologia_grega
injunção	lei/jurisprudência/ciências_jurídicas
frade	crença_religiosa/fé/religião
cobrador	taxação/colectas/tributo/taxa/impostos/imposto
clivagem	embriologia/embriologia
armadilha	besta/criatura/ser/bicho/animal
transcrição	genética/genetica/genética
quadrado	geometria/geometria
pragmatismo	filosofia
peão	xadrez/jogo_de_xadrez
parentesco	antropologia/antropologia
calma	poema/verso/poesia
rastreamento	besta/criatura/ser/bicho/animal
programador	informática/ciência_da_computação
procuração	lei/jurisprudência/ciências_jurídicas
oligopólio	economia
intimação	lei/jurisprudência/ciências_jurídicas/lei/jurisprudência/ciências_jurídicas
erosão	geologia
confluência	rio
coloração	histologia/histologia
avalanche	geologia
autoridades	governo/governação/administração
atlas	mitologia_grega/mitologia_grega
variante	biologia/ciências_da_vida
tração	ortopedia/auto/veículo/carro/automóvel/viatura
regeneração	biologia/ciências_da_vida
prevalência	epidemiologia/epidemiologia
piano	música
mutação	genética/genetica/genética/genética/genetica/genética/biologia/ciências_da_vida
gaia	mitologia_grega/mitologia_grega
elena	mitologia_grega/mitologia_grega
ditame	lei/jurisprudência/ciências_jurídicas
corda	música
contrariedade	lei/jurisprudência/ciências_jurídicas
contra-ataque	basquete/basquetebol/bola-ao-cesto/basquetebol
colisão	ciências_físicas/fisica/física/física
assimetria	ciência_exacta/matematica/matemática/ciências_exactas
recruta	forças_armadas/exército/máquina_de_guerra
minerva	mitologia_romana/mitologia_romana
marte	mitologia_romana/mitologia_romana
jogada	beisebol/basebol/jogo
jeremias	antigo_testamento/antigo_testamento
fbi	lei/jurisprudência/ciências_jurídicas
fadiga	psicologia/psicólogos_por_nacionalidade
diabo	islamismo/crença_religiosa/fé/religião
corolário	lógica
bolo	póquer/pôquer
atena	mitologia_grega/mitologia_grega
vibração	ciências_físicas/fisica/física/física/ciências_físicas/fisica/física/física
veredicto	lei/jurisprudência/ciências_jurídicas
topo	serviço
televisor	tevê/televisão/tv
simulação	informática/ciência_da_computação
sensacionalismo	filosofia
páscoa	judaísmo
presunção	lei/jurisprudência/ciências_jurídicas
ph	quimica/química/quimica/química
passaportes	lei/jurisprudência/ciências_jurídicas
paradoxo	lógica
neurologia	neurologia/neurologia
naturalista	zoologia/zoologia/botânica/botanica/botânica
impressora	informática/ciência_da_computação
fiança	lei/jurisprudência/ciências_jurídicas/direito_criminal/direito_penal
exposições	arte
equação	ciência_exacta/matematica/matemática/ciências_exactas
enfermaria	navios/embarcação/navio/barco
diana	mitologia_romana/mitologia_romana
conjunção	astronomia/astronomia/astronomia/astronomia
canonização	igreja_ortodoxa/igreja_ortodoxa/igreja_ortodoxa/igreja_ortodoxa/igreja_católica/igreja_católica_romana/igreja_católica/igreja_católica_romana
apóstolo	novo_testamento/novo_testamento
anomalia	astronomia/astronomia
amostragem	estatísticas/estatística/estatística
valquíria	mitologia_nórdica
tutor	canção/canto
soco	pugilismo/boxe
siegfried	teutão/mitologia/mitologia
rebeca	antigo_testamento/antigo_testamento
perseu	mitologia_grega/mitologia_grega
pandora	mitologia_grega/mitologia_grega
meditação	crença_religiosa/fé/religião
inferno	cristianismo/crença_religiosa/fé/religião
híbrido	genética/genetica/genética
ferida	forças_armadas/exército/máquina_de_guerra
vegetação	vegetal/planta/flora
usufruto	lei/jurisprudência/ciências_jurídicas
tubo	anatomia
teia	mitologia_grega/mitologia_grega
somatório	fisiologia/fisiologia
regressão	psiquiatria/psicopatologia/psicopatologias/estatísticas/estatística/estatística/estatísticas/estatística/estatística
raf	ato_terrorista/terrorismo
paternalismo	governo/governação/administração
paraquedista	forças_armadas/exército/máquina_de_guerra
meteorologia	meteorologia/meteorologia
litigante	lei/jurisprudência/ciências_jurídicas
jubileu	igreja_católica/igreja_católica_romana
infinitesimal	ciência_exacta/matematica/matemática/ciências_exactas
homogeneidade	biologia/ciências_da_vida
gramática	lingüística/lingüística/linguística
ferragens	forças_armadas/exército/máquina_de_guerra
ethos	antropologia/antropologia
estrato	ser/organismo
encarceramento	lei/jurisprudência/ciências_jurídicas
dolo	lei/jurisprudência/ciências_jurídicas
dna	bioquímica/bioquimica
dissociação	quimica/química
curva	rio
cruzamento	antiguidade
conversor	telecomunicação/telecomunicações
cometa	astronomia/astronomia
caução	direito_criminal/direito_penal
casta	hinduísmo
bolha	patologia
barraca	forças_armadas/exército/máquina_de_guerra
avaliador	arte
arcanjo	antigo_testamento/antigo_testamento
tropas	forças_armadas/exército/máquina_de_guerra
tora	judaísmo
tanques	forças_armadas/exército/máquina_de_guerra
servo	idade_média/idade-média
servidão	lei/jurisprudência/ciências_jurídicas
procissão	teologia
notário	lei/jurisprudência/ciências_jurídicas
miopia	oftalmologia/oftalmologia
lápis	ciências_físicas/fisica/física/física/geometria
libelo	lei/jurisprudência/ciências_jurídicas
judas	novo_testamento/novo_testamento
jazz	jazz/jazz
isolda	idade_média/idade-média/lenda/apólogo
interceptação	futebol_americano
ifigênia	mitologia_grega/mitologia_grega
ezequias	antigo_testamento/antigo_testamento
eurídice	mitologia_grega/mitologia_grega
eta	ato_terrorista/terrorismo
espasmo	patologia
empirismo	filosofia
dóris	mitologia_grega/mitologia_grega
dama	xadrez/jogo_de_xadrez
cripta	serviço
confabulação	psiquiatria/psicopatologia/psicopatologias
cila	mitologia_grega/mitologia_grega
catecismo	política/ciência_política
aritmética	ciência_exacta/matematica/matemática/ciências_exactas/ciência_exacta/matematica/matemática/ciências_exactas
ansiedade	psiquiatria/psicopatologia/psicopatologias
agulha	serviço
átomo	ciências_físicas/fisica/física/física/quimica/química
veredito	lei/jurisprudência/ciências_jurídicas
valência	quimica/química/biologia/ciências_da_vida
urânia	mitologia_grega/mitologia_grega
trigonometria	ciência_exacta/matematica/matemática/ciências_exactas/ciência_exacta/matematica/matemática/ciências_exactas
titânio	aeroplano/avião
tintura	farmacologia/farmacologia/farmacologia/farmacologia
subgrupo	ciência_exacta/matematica/matemática/ciências_exactas
subdiretório	informática/ciência_da_computação
sermão	serviço
sabre	esgrima/esgrima
receptor	softbol/softbol/beisebol/basebol
racionalismo	filosofia
preceptor	canção/canto
paralela	ciência_exacta/matematica/matemática/ciências_exactas
nereida	mitologia_grega/mitologia_grega
mestiço	genética/genetica/genética
mercúrio	mitologia_romana/mitologia_romana
matusalém	antigo_testamento/antigo_testamento
inibição	psicologia/psicólogos_por_nacionalidade
formatação	calculadora/computador
fissura	anatomia
escavação	arqueologia/arqueologia
enxerto	cirurgia
determinismo	filosofia
derivação	histórica_da_linguística/diacronia/linguística_histórica
conjuração	política/ciência_política
clio	mitologia_grega/mitologia_grega
cepa	biologia/ciências_da_vida
bombardeiro	forças_armadas/exército/máquina_de_guerra
batida	beisebol/basebol
bancarrota	lei/jurisprudência/ciências_jurídicas
argos	mitologia_grega/mitologia_grega
ares	mitologia_grega/mitologia_grega
apolo	mitologia_grega/mitologia_grega
adução	fisiologia/fisiologia
acento	linguagem/discurso/idioma/língua
álgebra	ciência_exacta/matematica/matemática/ciências_exactas/ciência_exacta/matematica/matemática/ciências_exactas
zagueiro	futebol_americano/jogo_de_futebol/futebol
virulência	microorganismo/microrganismo/microorganismo/microrganismo
vampiro	folclore/folclore
utilitário	informática/ciência_da_computação
uníssono	música
ucp	informática/ciência_da_computação
têmis	mitologia_grega/mitologia_grega
treinador	esporte
timbre	música
suíte	música
sotaque	linguagem/discurso/idioma/língua
sintaxe	lingüística/lingüística/linguística/lingüística/lingüística/linguística
sinagoga	judaísmo
ré	antiguidade
revestimento	psicologia/psicólogos_por_nacionalidade
repetidor	engenharia_eletrônica/engenharia_elétrica
registrador	informática/ciência_da_computação
recompensa	psicologia/psicólogos_por_nacionalidade/governo/governação/administração
pálio	igreja_católica/igreja_católica_romana
processador	informática/ciência_da_computação
premeditação	lei/jurisprudência/ciências_jurídicas
preguiçoso	forças_armadas/exército/máquina_de_guerra
pessach	judaísmo
panteão	antiguidade/antiguidade
orion	mitologia_grega/mitologia_grega
noviciado	crença_religiosa/fé/religião
nervosismo	psicologia/psicólogos_por_nacionalidade
nariz	besta/criatura/ser/bicho/animal
moises	antigo_testamento/antigo_testamento
mitologia	mitologia/mitologia
minotauro	mitologia_grega/mitologia_grega
microorganismo	vegetal/planta/flora/besta/criatura/ser/bicho/animal
metabolismo	ser/organismo/ser/organismo
major-general	forças_armadas/exército/máquina_de_guerra
gestapo	ato_terrorista/terrorismo/ato_terrorista/terrorismo
formalismo	filosofia
falange	forças_armadas/exército/máquina_de_guerra
existencialismo	filosofia/filosofia
excrescência	patologia
estúpido	iídiche/língua_iídiche
espião	forças_armadas/exército/máquina_de_guerra
email	informática/ciência_da_computação
ecumenismo	cristianismo
e-mail	informática/ciência_da_computação
duende	folclore/folclore/folclore/folclore
doris	mitologia_grega/mitologia_grega
cíntia	mitologia_grega/mitologia_grega
contratador	lei/jurisprudência/ciências_jurídicas
cometas	astronomia/astronomia
circe	mitologia_grega/mitologia_grega
celibato	crença_religiosa/fé/religião
catacumba	antiguidade
camuflagem	forças_armadas/exército/máquina_de_guerra
camelot	matéria_da_bretanha/ciclo_arturiano/matéria_da_bretanha
cachê	informática/ciência_da_computação
astúcia	industria/comércio/negócio/empresa
artemis	mitologia_grega/mitologia_grega
apóstolos	novo_testamento/novo_testamento
antiterrorismo	ato_terrorista/terrorismo
ambiência	antropologia/antropologia
amarra	batel/escaler/barco/bote
alferes	forças_armadas/exército/máquina_de_guerra
ícone	informática/ciência_da_computação
ícaro	mitologia_grega/mitologia_grega
álibi	lei/jurisprudência/ciências_jurídicas
vitalismo	filosofia
vanir	mitologia_nórdica
urano	mitologia_grega/mitologia_grega
táticas	forças_armadas/exército/máquina_de_guerra
tumores	patologia
transistor	eletronica/eletrônica/eletrónica/eletrônica/electrónica
transfiguração	novo_testamento/novo_testamento/cristianismo
toxicomania	narcótico/narcótico
titã	mitologia_grega/mitologia_grega
tevê	tevê/televisão/tv/tevê/televisão/tv
templos	judaísmo
teleologia	filosofia
tacada	esporte
tabernáculo	judaísmo/judaísmo
sísifo	lenda/apólogo
submundo	crença_religiosa/fé/religião
sodoma	antigo_testamento/antigo_testamento
simetria	ciência_exacta/matematica/matemática/ciências_exactas
sicário	política/ciência_política
serifa	impressão/produção_gráfica
sequestros	lei/jurisprudência/ciências_jurídicas
semiótica	filosofia/filosofia
selene	mitologia_grega/mitologia_grega
segmentação	embriologia/embriologia
satanás	islamismo/crença_religiosa/fé/religião
sapador	forças_armadas/exército/máquina_de_guerra
samurai	japonês
sagacidade	industria/comércio/negócio/empresa
rabi	hebraico/hebreu/língua_hebraica
quantum	ciências_físicas/fisica/física/física
purgatório	teologia
príamo	mitologia_grega/mitologia_grega
prometeu	mitologia_grega/mitologia_grega
preempção	lei/jurisprudência/ciências_jurídicas
polinômio	ciência_exacta/matematica/matemática/ciências_exactas/ciência_exacta/matematica/matemática/ciências_exactas
plasma	físico-química
partitura	música
parasita	vegetal/planta/flora
ovário	vertebrado
orfeu	mitologia_grega/mitologia_grega
odin	mitologia_nórdica
netuno	mitologia_romana/mitologia_romana
nebulosa	astronomia/astronomia
naturalismo	filosofia
nativismo	filosofia
mutantes	biologia/ciências_da_vida
miscigenação	genética/genetica/genética
maná	antigo_testamento/antigo_testamento/antigo_testamento/antigo_testamento
manto	zoologia/zoologia
lug	antiguidade
júpiter	mitologia_romana/mitologia_romana
interpolação	ciência_exacta/matematica/matemática/ciências_exactas
interface	físico-química
idiota	iídiche/língua_iídiche
hélios	mitologia_grega/mitologia_grega
hemostasia	fisiologia/fisiologia
golias	antigo_testamento/antigo_testamento
gestalt	psicologia/psicólogos_por_nacionalidade/holismo
game	ténis/tênis
galáxia	astronomia/astronomia
fronte	meteorologia/meteorologia
florete	esgrima/esgrima
extrovertido	psicologia/psicólogos_por_nacionalidade
extroversão	psicologia/psicólogos_por_nacionalidade
extrapolação	ciência_exacta/matematica/matemática/ciências_exactas
exegese	bíblia/sagradas_escrituras/bíblia/sagradas_escrituras
euterpe	mitologia_grega/mitologia_grega
euríale	mitologia_grega/mitologia_grega
estirpe	biologia/ciências_da_vida
esfinge	mitologia_grega/mitologia_grega
emulsão	quimica/química
drogadição	narcótico
diagonal	geometria/ciência_exacta/matematica/matemática/ciências_exactas
deão	igreja_católica/igreja_católica_romana/igreja_católica/igreja_católica_romana
derivativo	lei/jurisprudência/ciências_jurídicas
cólquida	mitologia_grega/mitologia_grega
crónica	história/história
costela	vertebrado
continência	forças_armadas/exército/máquina_de_guerra
conscrição	forças_armadas/exército/máquina_de_guerra
comodoro	forças_armadas/exército/máquina_de_guerra
coca	vegetal/planta/flora
cine	industria/comércio/negócio/empresa/arte
ciclone	meteorologia/meteorologia
cibernética	biologia/ciências_da_vida/biologia/ciências_da_vida
centurião	antiguidade
catarse	psicanálise
castidade	crença_religiosa/fé/religião
cassandra	mitologia_grega/mitologia_grega
carma	budismo/hinduísmo
calíope	mitologia_grega/mitologia_grega
calipso	mitologia_grega/mitologia_grega
caim	antigo_testamento/antigo_testamento
breviário	igreja_católica/igreja_católica_romana
brasão	heráldica/heráldica
bolão	póquer/pôquer
biólogo	biologia/ciências_da_vida
biologista	biologia/ciências_da_vida
belerofonte	mitologia_grega/mitologia_grega
batedor	beisebol/basebol
bactéria	microbiologia/microbiologia
babel	gênesis/génesis
axioma	lógica
aves	ornitologia/ornitologia
atuário	estatísticas/estatística/estatística
assombração	folclore/folclore
araão	antigo_testamento/antigo_testamento
apanhador	softbol/softbol/beisebol/basebol
anfiteatro	arte_dramatica/dramaturgia/teatro
al-qaeda	ato_terrorista/terrorismo
agoureiro	antiguidade
afinação	música
adn	bioquímica/bioquimica
