ano	década/decênio
muro	quarto/aposento/sala/saguão/salão/edifício/prédio
melão	melão
meio-dia	dia
mandioca	mandioca
m	decâmetro/múltiplos_e_submúltiplos/múltiplos_e_sub-múltiplos
lenda	figura/ilustração/desenho
juízes	antigo_testamento/antigo_testamento
illinois	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
frankfurt	república_federal_da_alemanha/alemanha
etiópia	áfrica/africa/corno_de_áfrica/corno_de_áfrica
diesel	locomotiva_a_diesel/locomotivas_a_diesel
cone	retina
cartagena	espanha
beira	moçambique
ucrânia	europa
turim	piemonte
tomo	unidade
substantivo	substantivo/nome
signo	zodíaco
seul	coreia_do_sul/república_da_coreia
rabanete	rabanete
punho	braço/gládio/espada/manga/calça/punhal/adaga
oliva	oliveira
mônaco	europa/mônaco/mónaco/monaco
mira	telescópio/telescópio/telescópios/alça/câmera/máquina_fotográfica/câmara/câmara_fotográfica
mala	auto/veículo/carro/automóvel/viatura
ladeira	elevação/montanha/barranco/ladeira/colina/morro/monte
irlanda	europa/irlanda/ilhas_britânicas/ilhas_britânicas
escócia	europa/reino-unido/grã-bretanha/reino_unido_da_grã-bretanha_e_irlanda_do_norte/reino_unido/grã-bretanha/grã_bretanha
cingapura	mar_da_china_meridional/mar_da_china_meridional/singapura/cingapura/cingapura/singapura/sueste_asiático/sudeste_asiático/sudoeste_asiático/sueste_asiático
ave	pássaro/ave
ancara	turquia/república_da_turquia
tunísia	magrebe
servia	jugoslávia/iugoslávia/sérvia_e_montenegro
pulmão	trato_respiratório_inferior/trato_respiratório_inferior
pico	cone/gládio/espada/lápis/coitelo/faca/ponta_de_flecha/ponta_de_seta/caxato
petersburgo	federação_russa/rússia
peito	seio/peito/corpo/tronco/torso/vertebrado
pedaço	unidade
parto	parto
ohio	ohio/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
oceano	hidrosfera
nice	frança/república_francesa
hull	inglaterra
filipinas	pacífico/oceano_pacífico/filipinas/sueste_asiático/sudeste_asiático/sudoeste_asiático/sueste_asiático
espinha	esqueleto_axial
dispersão	extinção
cérebro	cabeça/sistema_nervoso_central
cozinha	aposento/habitação/moradia/residência/casa/lar/morada/domicílio
corno	cervídeo/cervo/veado/cervidae/bode/cabrito/bode/cabra/aríete/carneiro/toiro/touro
clivagem	gravidez/embaraço
cleveland	ohio
bolso	artigo_de_vestuário/roupa/vestuário
beirute	república_do_líbano/líbano
aposta	vaquinha
vocabulário	linguagem/idioma/discurso/língua
tigre	turquia/república_da_turquia/síria/siria/república_árabe_síria/iraque/república_do_iraque
portão	muralha/parede/muro/camiões/caminhão/camião/camiões/pórtico/acesso/entrada/porta/portão/auto/veículo/carro/automóvel/viatura/carro
pensilvânia	pensilvânia/médio_atlântico/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
namíbia	áfrica/africa
gênova	ligúria/liguria
georgetown	d.c./washington_dc/washington_d.c/washington/dc
caricatura	publicação/edição
calça	calça/calça/calça
arábia	ásia
adjetivo	adjetivo/adjectivo
toronto	ontario/ontário
subtítulo	figura/ilustração/desenho
salem	oregon
pele	fruta/sistema_tegumentar/sistema_tegumentar
ombro	corpo/tronco/torso/corpo/tronco/torso/corpo/tronco/torso
luanda	angola
italia	europa
guiné	áfrica/africa
guadalupe	ilhas_de_sotavento
dormente	estrada-de-ferro/estrada_de_ferro/ferrovia/caminho_de_ferro
doca	cais/porto
córdova	espanha/argentina
carbonífero	paleozóico/paleozóico/paleozoico
buraco	agulha
atlanta	geórgia/guerra_de_secessão/guerra_civil_americana/guerra_de_secessão
antiguidade	histórico/história
amsterdã	reino_dos_países_baixos/holanda/holando/países_baixos/neerlândia
wisconsin	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
válvula	coração/metais/metais
vichy	frança/república_francesa
terapia	tratamento
silencioso	escapamento
sevilha	espanha
renascimento	histórico/história
princeton	nova_jérsei/nova_jérsei
porção	unidade/repasto/refeição/todo/unidade
osso	endosqueleto/endoesqueleto
ordenado	salário
meia-noite	fim_de_tarde/noitada/tarde/noite
lyon	frança/república_francesa
limiar	pórtico/acesso/entrada/porta/portão
granada	romã/romãzeira/andaluzia
festividade	festividades_religiosas
fascículo	sistema_nervoso
dígito	vertebrado
dublin	irlanda
corda	instrumento_de_cordas
chade	áfrica/africa/áfrica/africa
california	california/califórnia/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./sudoeste
bico	pássaro/ave
asa	anjo/ave/carne_de_aves/edifício/prédio/aeroplano/avião/hemípteros/inseto/insetos/insecto/insectos/quirópteros/morcego/pássaro/ave
aposento	edifício/prédio
antuérpia	bélgica
anel	corte_de_cabelo/penteado
vídeos	tevê/televisão/tv
vigia	navios/embarcação/navio/barco/fuselagem
uti	hospital
togo	áfrica/africa
testa	cara/rosto/face
taiwan	mar_da_china_meridional/mar_da_china_meridional/mar_da_china_meridional/mar_da_china_meridional
síndrome	doenças/doença
sola	pé/calçado/calçados
sessenta	idade/velhice
pompéia	itália/república_italiana/italia
paginação	lauda/escudeiro/página
oceania	pacífico/oceano_pacífico
manhattan	nova_iorque/nova_york/nova_iorque/nova_york
malásia	indochina
litro	decalitro
jerusalém	estado_de_israel/israel
havaí	arquipélago_do_havaí/ilhas_do_havaí/arquipélago_do_havaí/ilhas_do_havaí/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
golfo	mar
gaveta	mesa/secretária/escrivaninha/cômoda/cômoda/cômodas/aparelhador/gaveteiro/cómoda/bufete/prateleiras/armário
fígado	sistema_circulatório/sistema_circulatorio/sistema_cardiovascular/aparelho_digestivo/aparelho_digestivo/sistema_digestivo/sistema_digestório
fuso	roca_de_fiar
fbi	departamento_de_justiça/justiça/justiça
estuário	rio
eclusa	canal
dente	serrote/serra/serra/serra_de_cadeia/forcado/engrenagem/garfo/pente
chão	terra/mundo/globo_terrestre/quarto/aposento/sala/saguão/salão
casca	tronco/galho/ramo/galho/raiz/raíz/ovo/laranja/fruta
cancún	quintana_roo/quintana_roo
canaã	ásia
baluarte	fortaleza/fortificação
andes	república_do_peru/peru/bolívia/república_do_equador/equador/colômbia/colombia/colómbia/república_do_chile/chile/argentina
útero	aparelho_reprodutor_feminino/sistema_reprodutor_feminino
zelândia	reino_da_dinamarca/dinamarca
virgem	zodíaco
túnis	tunisia/tunísia
trípoli	líbia/estado_da_líbia/república_do_líbano/líbano
tennessee	tennessee/tennessee/kentucky/sul/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
televisor	tevê/televisão/sistema_de_televisão
sófia	bulgária/república_da_bulgária/bulgaria
sydney	nova_gales_do_sul
salina	kansas
saguão	edifício/prédio
quebec	quebec/québec/quebeque/quebéc/canadá/canada
piripiri	pimento
palermo	sicilia/sicília
nancy	frança/república_francesa
mm	centímetro
manágua	nicarágua/nicaragua
manila	filipinas
louisville	kentucky
ingrediente	prato
indiana	indiana/indiana/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./cinturão_do_milho
guiné-bissau	áfrica/africa
glasgow	escocia/escócia
geórgia	sul/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./transcaucasia
flagelo	espermatozóide/esperma/espermatozóide/espermatozoide
estômago	corpo/tronco/torso/aparelho_digestivo
estigma	estilo/estilo
encruzilhada	caminho/rodovia/via/estrada
damasco	síria/siria/república_árabe_síria
cordão	sapato/calçado
constantinopla	turquia/república_da_turquia
congo	república_democrática_do_congo/congo-kinshasa
camarões	áfrica/africa/camarões/república_dos_camarões
cama	dormitório/quarto
borda	moldura
bona	república_federal_da_alemanha/alemanha
baltimore	maryland
açores	listas_de_portugal/portugal
aquecimento	edifício/prédio
apêndice	ceco/ceco
anunciação	março/março/mar
anoitecer	anoitecer/véspera/tarde/fim_de_tarde/noite
agra	índia/india/república_da_índia
zimbábue	áfrica/africa
xangai	china/república_popular_da_china
weimar	república_federal_da_alemanha/alemanha
ventre	corpo/tronco/torso/vertebrado
uva	videira
timor	indonésia/indonesia/república_da_indonésia
tegucigalpa	república_das_honduras/honduras
talão	sapato/calçado/calçado/bota
sussex	inglaterra
sandes	repasto/refeição
renascença	renascentismo/renascimento
quênia	áfrica/africa/africa_oriental/áfrica_oriental/áfrica_oriental
prússia	polonia/polónia/polônia/república_federal_da_alemanha/alemanha
proa	embarcações/embarcação/barco/navio/navios
pittsburgh	pensilvânia
pia	casa_de_banho/banheiro/quarto_de_banho/sala_de_banho
maryland	maryland/sul/médio_atlântico/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
marselha	frança/república_francesa
lux	phot
lagosta	lagosta
kuwait	ásia/estado_do_kuwait/coveite/kuwait/cuaite/médio_oriente/oriente_próximo/oriente_próximo/oriente_médio/médio-oriente
jordânia	ásia/médio_oriente/oriente_próximo/oriente_próximo/oriente_médio/médio-oriente
jamaica	jamaica/grandes_antilhas/grandesantilhas/grandes_antilhas/caribe
industria	mercado
grenoble	frança/república_francesa
gana	áfrica/africa
florida	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
epílogo	material_escrito/documentos
dedo	pata/mão/pé/pata/pezunho/casco/casco/vertebrado
coral	lagosta
convés	navios/embarcação/navio/barco/navios/embarcação/navio/barco/navios/embarcação/navio/barco
comida	comida/alimento/nutriente
colo	seio/peito
colarinho	colarinho/artigo_de_vestuário/roupa/vestuário
chipre	mediterrâneo/mar_mediterrâneo/chipre
broca	furadeira
barbuda	antígua_e_barbuda/reino_das_ilhas_de_antígua_e_barbuda
barba	cara/rosto/face/barba/bode/cabrito/bode/cabra
astro	universo/cosmo/criação/mundo
afeganistão	ásia
ápio	aipo/salsão
watt	cavalo-vapor/cavalos-força/hp/quilowatt
vela	navios-veleiro/veleiro/ignição/partida
uhf	espectro_eletromagnético/espectro_eletromagnético
uganda	áfrica/africa/africa_oriental/áfrica_oriental/áfrica_oriental
tubo	revólver/arma/revóvel/arma_de_fogo
tripoli	líbia/estado_da_líbia
trinidad	trinidad_e_tobago/trindade_e_tobago/trinidad_e_tobago
tambor	freio_a_tambor
séculos	milênio/milénio
refrão	cantiga/canção/cantiga/canção
refeitório	aposento/habitação/moradia/residência/casa/lar/morada/domicílio
rampa	montanha/barranco/ladeira/colina/morro/monte
prisma	telescópio/telescópio/telescópios/telescópio/telescópio/telescópios
pretória	áfrica_do_sul
pavimento	quarto/aposento/sala/saguão/salão/edifício/prédio
orelha	cabeça/aparelho_vestibular/sistema_auditivo
nó	laço
nuvem	céu
nassau	baamas/bahamas
meio-termo	período
mascate	oman/omã/sultanato_do_omã
maputo	moçambique
mama	glândula_mamária/glândula_mamária
magnólia	magnólia
louça	mesa
liège	bélgica
kiev	ucrânia/ucrania/ucránia
jacarta	java
hertz	quilohertz
guadalajara	méxico/estados_unidos_mexicanos
gramado	arena/estádio
gibraltar	colunas_de_hércules/colunas_de_hércules/europa
galão	barril/barril/barril/barril
frango	galinha/galo/frango
expiração	respiração
estrato	sociedade
essen	república_federal_da_alemanha/alemanha
ene	eme/paica
düsseldorf	república_federal_da_alemanha/alemanha
dardanelos	turquia/república_da_turquia
curva	grafo/gráfico/caminho/rodovia/via/estrada
cruzamento	caminho/rodovia/via/estrada
costas	esqueleto_axial/corpo/tronco/torso
coreia	ásia
ci	calculadora/computador
chip	calculadora/computador
cep	destino
catalunha	espanha
casablanca	marrocos
campanário	campanário/campanário
caju	caju
cabelo	sistema_tegumentar/humano/ser_humano
bretanha	frança/república_francesa
bordeaux	frança/república_francesa
bola	boliche/boliche__na_grama
benin	áfrica/africa
baviera	república_federal_da_alemanha/alemanha
barém	golfo_pérsico/golfo_persa/ásia
banana	banana/banana-maçã
apeninos	itália/república_italiana/italia
amora	amoreira
abidjan	costa_do_marfim
verona	veneto/véneto/vêneto
vaso	casa_de_banho/banheiro/casa_de_banho/banheiro/quarto_de_banho/sala_de_banho
valparaíso	república_do_chile/chile
tobago	trinidad_e_tobago/trindade_e_tobago/trinidad_e_tobago
terciário	cenozoico/cenozóico
tanzânia	áfrica/africa/africa_oriental/áfrica_oriental/áfrica_oriental
quintal	tonelada
quaresma	calendário_religioso/calendário_religioso
próstata	aparelho_reprodutor_masculino/sistema_reprodutor_masculino
porco	sus/suíno/porco
partenon	atenas
paramaribo	suriname
osaka	japão/honshu/honshū
oklahoma	oklahoma/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
nave	igreja/templo/igrejas/igreja/templo/igrejas
nantes	frança/república_francesa
nairobi	quênia/república_do_quénia/quénia/quenia
málaga	espanha
mombaça	quênia/república_do_quénia/quénia/quenia
min	hora
mali	áfrica/africa
lícia	anatolia/anatólia/ásia_menor
libéria	áfrica/africa
leningrado	federação_russa/rússia
leipzig	república_federal_da_alemanha/alemanha
kobe	honshu/honshū
encosta	elevação/montanhas/montanha/montanhas/monte/montanha/barranco/ladeira/colina/morro/monte
dusseldorf	república_federal_da_alemanha/alemanha
doha	catar/qatar
dc	dublin_core/distrito_de_columbia
dallas	texas
crepúsculo	anoitecer/véspera/tarde/fim_de_tarde/noite/anoitecer/véspera/tarde/fim_de_tarde/noite
corinto	grécia
colméia	apiário/colmeal
coco	coco/palmeira/coqueiro
cintura	corpo/tronco/torso/sola/planta_do_pé
centúria	milênio/milénio
cartucho	revólver/arma/revóvel/arma_de_fogo/caneta/caneta_tinteiro/caneta-tinteiro/caneta-tinteiro
canárias	espanha
cannes	frança/república_francesa
cancer	zodíaco
camberra	austrália/comunidade_da_austrália
bordéus	frança/república_francesa
bologna	emília-romanha
bissau	república_da_guiné-bissau/guiné-bissau/guiné_bissau
bigorna	forja/forja/forja/forja
bexiga	sistema_urinário/aparelho_urinário/bola/bola_de_futebol/futebol
babilônia	mesopotamia/mesopotâmia/mesopotamia/mesopotâmia/iraque/república_do_iraque
azulejo	mosaico
austin	texas
alho	alho
agulha	captador
adriático	mediterrâneo/mar_mediterrâneo
aditamento	estatuo/estatuto/projecto_de_lei
átomo	molécula/elemento_químico/elemento_químico
verdura	erva
veia	sistema_circulatório/sistema_circulatorio/sistema_cardiovascular
valência	venezuela/espanha
toyota	japão/honshu/honshū
toscana	itália/república_italiana/italia
tel-aviv	estado_de_israel/israel
taipei	formosa/república_da_china/taiwan
surrey	inglaterra
suiça	europa
sudão	áfrica/africa
seattle	washington
safira	captador
safar	calendário_islâmico
sacro	bacia/pelve/pélvis/tijela/alguidar/pelve
rédea	pôrfreioem/entrave/breio/brida/flange
rima	poesia/poema
rabat	marrocos
potsdam	república_federal_da_alemanha/alemanha
pita	gyros
pisa	toscana/toscânia
pescoço	pescoço/estrutura_organica/corpo/corpo_humano
pedestal	coluna/coluna/pilar
oviedo	espanha
omã	ásia/árabia/arábia
núbia	áfrica/africa/deserto_da_arábia/sudao/sudão
nicósia	chipre
nashville	tennessee
nairóbi	quênia/república_do_quénia/quénia/quenia
missouri	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
melancia	melancia/melancieira
meca	hejaz/arábia_saudita
meandro	corrente/córrego
manilha	cadeado/tranca
lâmpada	lâmpada/lâmpadas
lesoto	áfrica/africa
leo	zodíaco
leeds	west_yorkshire/west_yorkshire
lawrence	kansas
ladrilho	telhado
joelho	perna/calça
iêmen	ásia/árabia/arábia
ialta	crimeia/criméia
hong-kong	china/república_popular_da_china
gotemburgo	suecia/suécia
gema	ovo/joalheria/jóia/joalharia/ovo/óvulo
galinha	galinha/galo/frango
gabão	áfrica/africa
freetown	serra_leoa/serra_leoa
eslováquia	europa
erva	cânhamo/maconha
elevador	ascensor/elevador/edifício/prédio
ebro	espanha
dina	newton
denver	colorado
delaware	nova_iorque/estado_de_nova_york/delaware/médio_atlântico/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
degrau	degrau/escada/escadaria
colchão	leito/cama
centímetro	decímetro/decímetro
cazaquistão	ásia
cartum	sudao/sudão
caracter	ortografia
canada	américa_do_norte/américa_setentrional
calvário	jerusalem/jerusalém
calcutá	índia/india/república_da_índia
calcanhar	pé
buffalo	nova_iorque/estado_de_nova_york
brighton	inglaterra
brasilia	república_federativa_do_brasil/brasil
biosfera	planeta
belisa	américa_central
batata	batata
barriga	ventre/abdome/estômago/barriga/abdómen/tronco/abdômen/ventre/abdome/estômago/barriga/abdómen/tronco/abdômen/corpo/tronco/torso/corpo/tronco/torso/vertebrado
barrete	ruminantes/ruminante
bangladesh	ásia
bahrein	golfo_pérsico/golfo_persa/ásia
bahamas	caribe
argos	grécia
are	hectare
amortecedor	suspensão
alvenaria	construção/edifício
alexandria	república_árabe_do_egito/egito/república_árabe_unida/egipto/república_árabe_do_egipto
óculos	armação
yokohama	japão/honshu/honshū
westminster	grande_londres/londrina/londres/grande_londres/london
vintém	xelim_austríaco
victoria	columbia_britânica/colúmbia_britânica
vancouver	washington/columbia_britânica/colúmbia_britânica
uzbequistão	ásia
utrecht	reino_dos_países_baixos/holanda/holando/países_baixos/neerlândia
utah	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
ucp	calculadora/computador
tíbia	perna
têmpora	cabeça
tânger	marrocos
travessa	estrada-de-ferro/estrada_de_ferro/ferrovia/caminho_de_ferro
toulouse	frança/república_francesa
toulon	frança/república_francesa
torneio	torneio
tolosa	frança/república_francesa
tirana	línguas_da_albânia/república_da_albânia/albânia/albania
terraço	jardim
telhado	edifício/prédio
teclado	máquina_de_escrever/máquina-de-escrever/datilógrafo/máquina_de_escrever/terminal/piano/órgão/calculadora/computador
tampa	garrafa/vasilha/arca/baú/mala/caixa
taipé	formosa/república_da_china/taiwan
sérvia	jugoslávia/iugoslávia/sérvia_e_montenegro
somália	áfrica/africa/corno_de_áfrica/corno_de_áfrica
sião	península_da_malásia/península_da_malásia/jerusalem/jerusalém/indochina
silésia	europa
sicília	mediterrâneo/mar_mediterrâneo/itália/república_italiana/italia
sibéria	federação_russa/rússia
secção	unidade
saragoça	espanha
sanduíche	repasto/refeição
samoa	samoa/ilhas_samoa/polinésia/polinesia
salônica	grécia
salerno	segunda_guerra_mundial
ré	auto/veículo/carro/automóvel/viatura
reto	intestino_grosso
resort	áreas_de_recreio
renânia	república_federal_da_alemanha/alemanha
registrador	memória/placa_de_memória
recanto	edifício/prédio
pérsia	ásia/ásia/médio_oriente/oriente_próximo/oriente_próximo/oriente_médio/médio-oriente
processador	calculadora/computador
prato	repasto/refeição/repasto/refeição
popa	navios/embarcação/navio/barco
poente	anoitecer/véspera/tarde/fim_de_tarde/noite
planetário	planetário
peixes	zodíaco
pastagem	zona_rural/área_rural/campo
orly	paris/cidade_luz
oregon	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
onça	libra/libra/brânquia/guelra/gill/brânquia/guelra/gill
niger	áfrica/africa
newark	nova_jérsei/nova_jérsei
neolítico	idade_da_pedra/idade_da_pedra/idade_da_pedra/idade_da_pedra
nariz	cara/rosto/face/trato_respiratório_superior
nanquim	china/república_popular_da_china
nagasaki	japão/kyūshū/kyushu/kyūshu
muralha	quarto/aposento/sala/saguão/salão/fortaleza/fortificação/edifício/prédio
monterey	california/califórnia
mongólia	ásia/ásia/mongólia
missiva	correspondência/correio
minnesota	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
milwaukee	wisconsin
midland	texas
mento	cara/rosto/face
melodia	estrofe/missiva/carta
medula	sistema_imunitário/sistema_imunológico/osso
mastro	navios-veleiro/veleiro
mannheim	república_federal_da_alemanha/alemanha
manga	mangueira/mangifera_indica/artigo_de_vestuário/roupa/vestuário
manchúria	china/república_popular_da_china
manchester	new_hampshire/inglaterra
mallorca	baleares/espanha
madrid	espanha
madison	wisconsin
lâmina	gládio/espada/gládio/espada/tesoura/tesoura/gilete/navalha/corta-relva/cortador_de_grama/corta-relva/cortador_de_grama/faca/faca/machado/machado
lomé	togo
liverpool	inglaterra
linguística	ciência_cognitiva/ciências_cognitivas
lille	frança/república_francesa
laus	indochina
latrão	roma
laringe	trato_respiratório_superior
lareira	chaminé/chaminés/chaminé/cano_da_chaminé
kingston	jamaica
kentucky	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
kananga	república_democrática_do_congo/congo-kinshasa
java	indonésia/indonesia/república_da_indonésia
ithaca	nova_iorque/estado_de_nova_york
islândia	europa/oceano_atlântico/atlântico/oceano_atlântico/islandia/islândia/república_da_islândia
ibadan	nigeria/nigéria
hongkong	china/república_popular_da_china
hiroshima	honshu/honshū
havai	arquipélago_do_havaí/ilhas_do_havaí
gênesis	pentateuco/pentateuco/antigo_testamento/antigo_testamento
guaiaquil	república_do_equador/equador
gestapo	ss/schutz-staffel/schutz-staffel/schutzstaffel/ss/schutz-staffel/schutz-staffel/schutzstaffel
georgia	geórgia
genitália	sistema_reprodutor/aparelho_reprodutor/sistema_reprodutor/sistema_reprodutor/aparelho_reprodutor/sistema_reprodutor
garganta	pescoço/aparelho_digestivo/aparelho_digestivo/trato_respiratório_superior/trato_respiratório_superior
ganso	gansa/ganso
galícia	espanha
fulcro	pé-de-cabra/alavanca
fragmento	vegetal/planta/flora
forca	laço
falange	dedo_da_mão/dígito/dedo
evangelhos	novo_testamento/novo_testamento
estruturalismo	antropologia/antropologia/antropologia/antropologia
essex	inglaterra
esqueleto	esqueleto/sistema_esquelético
escandinávia	europa/europa
epístola	novo_testamento/novo_testamento/novo_testamento/novo_testamento
enseada	mar/lago
durban	áfrica_do_sul
dresden	república_federal_da_alemanha/alemanha
dortmund	república_federal_da_alemanha/alemanha
difusor	luminária/luminaria/lâmpada/lâmpadas
detroit	michigan
desidratação	plastinação
danúbio	ucrânia/ucrania/ucránia/hungria/república_da_hungria/áustria/jugoslávia/iugoslávia/sérvia_e_montenegro/ruménia/romênia/roménia/república_federal_da_alemanha/alemanha/checoslováquia/tchecoslováquia/tcheco-eslováquia/checoslovaquia/bulgária/república_da_bulgária/bulgaria
d.c.	dublin_core/distrito_de_columbia
córnea	óculo/olho
cáli	colômbia/colombia/colómbia
curaçao	antilhas_holandesas/antilhas_neerlandesas/antilhas_holandesas
cume	montanhas/montanha/montanhas/monte
crânio	esqueleto_axial/esqueleto_axial/crânio/crânio/crâneo/caveira/cabeça/cabeça
croácia	balcãs/península_balcânica
cristalino	óculo/olho
creta	mediterrâneo/mar_mediterrâneo/grécia
corredeira	rio
coronária	ataque_cardíaco/infarto_agudo_do_miocárdio/enfarte_agudo_do_miocárdio
copenhagen	reino_da_dinamarca/dinamarca
concord	new_hampshire
concha	molusco/moluscos/artrópode/artrópodes/artropode/testudinata/tartaruga
cimeira	montanhas/montanha/montanhas/monte
chá	camellia_sinensis
chicote	chicote/açoite/chibata
charleston	virgínia_ocidental/virgínia_ocidental/carolina_do_sul/carolina_do_sul
catar	ásia/qatar/catar/árabia/arábia
carroceria	veículos_motorizados
cardiff	país_de_gales
cantalupo	cantaloupe
cano	revólver/arma/revóvel/arma_de_fogo
canela	caneleira/canela/caneleira/canela/perna/perna/pé/ungulados
canberra	austrália/comunidade_da_austrália
camarote	naves_espaciais/espaçonave/astronave/nave_espacial/veículos_motorizados/transatlântico/balcão/mezzanino/aeroplano/aeronave/avião
caldeiras	motor_a_vapor/motor_a_vapor/máquina_a_vapor/aquecimento/calefação/calefacção/centrais_de_aquecimento
bósnia	bósnia/bósnia_e_herzegóvina/bósnia-herzegovina/bósnia_e_herzegovina/bósnia-herzegóvina
buzina	auto/veículo/carro/automóvel/viatura
bremen	república_federal_da_alemanha/alemanha
boêmio	república_tcheca
birmânia	península_da_malásia/península_da_malásia/indochina
birmingham	alabama/inglaterra
baunilha	vanilla_planifolia
basiléia	suiça/suíça
bari	puglia/apúlia/apulia
barbados	barbados/pequenas_antilhas/pequenasantilhas/pequenas_antilhas/caribe
bangalore	índia/india/república_da_índia
bali	indonésia/indonesia/república_da_indonésia
bacalhau	bacalhau/bacalhau
assur	assíria/assiria/iraque/república_do_iraque
arizona	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./sudoeste
arcádia	grécia
apocalipse	novo_testamento/novo_testamento/novo_testamento/novo_testamento
antenas	transmissor/radiorreceptor/recetor/radioreceptor/receptor
antebraço	braço/braço
anca	perna/corpo/tronco/torso/corpo/tronco/torso/cavalo/égua/pássaro/ave
alça	regador/guarda-chuva/sombrinha/chapéu-de-chuva/panela/caçarola/raquete/caneca/concha/ferramenta/aparelho_de_telefone/guidon/guidom/guidão/carrinho_de_mão/revólver/arma/revóvel/arma_de_fogo/frigideira/torneira/bica/talheres/faqueiro/carrinho_de_bebê/brocha/escova_de_dentes/pincel/escova/carteira/maleta/pasta/teca/embrulho/bagagens/bagagem/mala
alecrim	alecrim
alasca	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
acra	costa_do_ouro/gold_coast/república_do_gana/gana
acapulco	méxico/estados_unidos_mexicanos
abr	calendário_revolucionário/calendário_gregoriano
abissínia	áfrica/africa/corno_de_áfrica/corno_de_áfrica
abdome	corpo/tronco/torso
abdias	antigo_testamento/antigo_testamento
úmero	braço
úbere	bode/cabra/ovelha/vaca
óvulo	aparelho_reprodutor_feminino/sistema_reprodutor_feminino
ícone	interface_de_usuário_gráfica/relação_de_usuário_gráfica
árabia	ásia
zâmbia	áfrica/africa
zagreb	croacia/croácia
winchester	hampshire
watertown	nova_iorque/estado_de_nova_york
waco	texas
vêneto	itália/república_italiana/italia
vértebra	costas/espinhaço/espinha/coluna_vertebral
volga	federação_russa/rússia
virilha	estrutura_organica/corpo/corpo_humano
vieques	porto_rico/porto_rico
vidraça	janela/fenestra
video	tevê/televisão/tv
vermont	nova_inglaterra/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
ventilador	ventilação/sistema_de_refrigeração
valeta	república_de_malta/malta
usbequistão	ásia
ureter	sistema_urinário/aparelho_urinário
tórax	seio/peito/artrópode/artrópodes/artropode
turíngia	república_federal_da_alemanha/alemanha
tróia	anatolia/anatólia/ásia_menor
trevo	auto-estrada/autoestradas/estrada/rodovia
traseiro	corpo/tronco/torso/corpo/tronco/torso/navios/embarcação/navio/barco/pássaro/ave/vertebrado
tours	frança/república_francesa
tomate	tomate
tevê	tevê/televisão/sistema_de_televisão
teta	glândula_mamária/glândula_mamária
tessera	mosaico
tertúlia	clube
terranova	oceano_atlântico/atlântico/oceano_atlântico
tamboril	lofiformes/lophiiformes
taiyuan	china/república_popular_da_china
sílaba	vocábulo/termo/verbo/palavra
sumatra	indonésia/indonesia/república_da_indonésia
sulco	pele/pele
sucre	bolívia
suazilândia	áfrica/africa
split	croacia/croácia
soweto	áfrica_do_sul
sonar	submarino/submarino
solstício	estio/verão/jun/junho
sodoma	estado_de_israel/israel
sinai	república_árabe_do_egito/egito/república_árabe_unida/egipto/república_árabe_do_egipto
sheffield	yorkshire_do_sul/south_yorkshire
seta	arco/arco_e_flecha
segmentação	gravidez/embaraço
sarajevo	bósnia/bósnia_e_herzegóvina/bósnia-herzegovina/bósnia_e_herzegovina/bósnia-herzegóvina
salzburgo	áustria
saliva	glândula_salivar
saia	artigo_de_vestuário/roupa/vestuário
saara	áfrica/africa
rótula	joelho
ruanda	áfrica/africa/africa_oriental/áfrica_oriental/áfrica_oriental
rolamento	boliche
rodésia	áfrica/africa
rincão	edifício/prédio
retina	óculo/olho
rabo	corpo/tronco/torso/fuselagem/pássaro/ave/vertebrado
québec	canadá/canada
pêra	pereira
pênis	aparelho_reprodutor_masculino/sistema_reprodutor_masculino
pétala	corola
pára-choque	camiões/caminhão/camião/camiões/auto/veículo/carro/automóvel/viatura
pára-brisa	veículos_motorizados/aeroplano/avião
