muito	numeroso
lucrativo	rendoso/económico/rentável/proveitoso
eficiente	rápido/impressionante/habilitado/económico/competente
rítmico	métrico
convencido	orgulhoso/contente
prudente	minucioso/sábio/discreto/pormenorizado/circunstanciado/consciencioso
verbal	comunicativo
conveniente	prático/elegível/próprio/capaz/favorável/bom/decoroso/vitoriano/útil/apropriado/adequado
imprevisível	ocasional/episódico
resistente	desafiador/caloso
alcoólico	viciado/forte
similar	semelhante/correspondente/análogo
vigente	corrente/actual/atual
judiciário	legal
valioso	decoroso/equivalente/magnífico/inestimável/impagável/precioso/opulento/digno
ilustre	sabido/conspícuo/saliente/proeminente
propício	benéfico/preferencial/oportuno/vantajoso/bom/positivo/boa/favorável/discriminatório
quarenta	cardinal/cardeal
condenado	maldito
energético	físico/infatigável/vigoroso/inesgotável/incansável
primitivo	temporão/precoce/cedo
consistente	conforme/imutável
unido	confederativo/unitário/combinado/determinado/aliado
silencioso	quiet/quieto
frontal	dianteiro
rentável	rendoso/lucrativo/proveitoso
elegante	chique/gracioso/luxuriante/luxuoso
obscuro	incompreensível/invisível/esotérico
orgulhoso	satisfeito/convencido/imodesto/presunçoso/ranhoso/imperioso/egoísta/altivo/ufano/soberbo/arrogante
incerto	duvidoso/perigoso/indefinido/ambivalente
desagradável	ofensivo/infernal/amargoso/lamentável/pavoroso/áspero/dolorido/acre/triste/amaro/virulento/terrível/acerbo/animal/horrível/amargo/cáustico/doloroso
matemático	possível/exato/preciso/correcto/certo
prematuro	temporão/precoce/cedo
hipotético	teórico
extra	aditivo/desnecessário
maravilhoso	sobrenatural/extraordinário/bonito/formoso/lindo/belo
obrigado	agradecido/reconhecido/grato/gratidão
salvo	indene/indemne
incompatível	antônimo/incongruente/antiácido/contraditório/inconsistente
cinza	acromático
cansado	esfarrapado
cooperativo	solidário
sereno	constituído
v	cardinal/cardeal
continental	transcontinental
autoritário	dominador
surpreso	estupefato
amargo	saboroso/intolerável/pesaroso/arisco/desagradável/insuportável
culpado	envergonhado/censurável/punível/criminoso/criminal/reprovável/repreensível/culpável/passível
emblemático	típico
perpétuo	contínuo/permanente/duradouro
portátil	móvel
exaustivo	amplo/completo/extenso/plenário/universal/global/mundial/integral
amoroso	apaixonado/terno/cálido/meigo/enfatuado/carinhoso
potente	poderoso/forte/influente
alegre	animador/ditoso/optimista/otimista/animado/contente
subtil	perspicaz
peremptório	definitivo/enérgico/enfático
severo	intenso/intensivo
genial	ágil/alerta/animado/hábil
magro	tênue/cadavérico/anoréxico/esguio/delgado/franzino/fino/esbelto
cruel	inumano/desumano
insuportável	inaceitável/ofensivo/amargo/intolerável
poluente	séptico
experiente	habilidoso/versado/talentoso
1000	cardinal/cardeal
cênico	bonito/formoso/lindo/belo
desnecessário	prolixo/supérfluo/redundante/extra/gratuito/excessivo
seletivo	exclusivo/discriminatório
fascinante	interessante
preferível	desejável
problemático	árduo/difícil/foda/intrincado
pragmático	prático/realístico
desesperado	indefeso/impossível/sombrio/escalvado
racional	intelectual/mental/inteligente/lógico/coerente
tenso	nervoso/isotônico/esticado/irritável
apto	capaz/adequado
gay	transexual/homo/lésbico/bicha/transsexual/veado/homossexual
divino	sagrado/celeste/glorioso
comparável	mesmo
sudoeste	sulista
redondo	esférico/global
estúpido	fátuo/burro/imbecil/idiota/sonso
compreensível	acessível/abordável/entendível
persistente	contínuo
interino	temporário
espontâneo	intuitivo/impulsivo
estrito	exato/preciso/correcto/certo
transitório	temporário
feroz	silvestre/inumano/bravo/violento/tempestuoso/intensivo/intenso/desumano/zangado/irado/irritado/selvagem/impiedoso
pequenino	pequeno
gordo	sujo/gorducho/oleoso/pançudo/corpulento/rechonchudo/roliço/gordurento/grosso/gorduroso/espesso/obeso/abdominal/encorpado
cômico	humorístico/engraçado
caótico	eriçado/selvagem/descontrolado/hirto
inegável	incontestável/irrefutável
errado	incorrecto/mentiroso/falaz/errôneo
flexível	elástico/dobrável/lasso/adaptável/ajustável
erótico	sensual/sexy
ácido	desgradável/azedo/acídulo
exótico	inusual/estrangeiro/insólito/extraordinário/estranho
admirável	impressionante/aprazível/extraordinário
incompreensível	obscuro/misterioso/paradoxal/enigmático/impenetrável/opaco
indeciso	débil
interminável	permanente/duradouro
limitado	moderado
feio	grotesco/monstruoso
acordado	desperto/insone
afetivo	emocional
preferencial	favorável/profícuo/vantajoso/propício
racial	racista
afetado	sujeito/artificioso/violento/artificial/forçado
sábio	erudito/sagaz/ajuizado/sensato/prudente/onisciente
anormal	defeituoso/anômalo/aberrante/irregular
convincente	credível/crível
bizarro	inusual/inconformista/sobrenatural/insólito/extraordinário/estranho
integrante	intrínseco
ascendente	dominante
vulnerável	débil/suscetível/indefensável/jovem/inseguro/desabrigado/inerme/indefeso
marinho	aquático
aplicável	relevante/pertinente
atraente	irresistível/belo/interessante/fotogênico/linda/carismático/lindo/formoso/bonito/chamativo
proporcional	equilibrado
vitorioso	próspero/bem-sucedido
infinito	absoluto/inesgotável/ilimitado/infindável/perfeito
traseiro	posterior
consultivo	noticioso/informativo
imperial	nobre
ambíguo	enigmático
lendário	sabido/irreal
colorido	interessante/tricolor/fluorescente/multicolor/monocromático/ruão/vistoso/rubro/bicolor/iridescente/psicadélico/brilhante/pitoresco/ruidoso/policromático/vermelho/escarlate/rubicundo/rufo/multicor/multicolorido
prejudicial	difamatório/insidioso/deletério/fraudulento/catastrófico/mal/calunioso/abusivo/infamante/nocivo/daninho/danoso
soberano	livre/dominante
chocante	staccato
virgem	novo/casta/puro/casto/castiço
sintomático	característico
antecedente	preexistente/prévio/anterior
corajoso	ousado/animoso/valente/heróico/inconsequente/audaz/destemido/audacioso/temerário/intrépido
construtivo	criativo/vantajoso/estrutural/positivo
entusiasta	ardente/evangélico/ávido/zeloso/fervente/fervoroso
contíguo	vizinho/próximo/perto
tropical	quente/equatorial/figurativo
morno	caloroso
banal	rotineiro/costumeiro/comum/ordinário/normal
sombrio	triste/escuro/desesperado
invisível	obscuro/ultravioleta/indetectável/infravermelho/escondido/imperceptível
lírico	emocional
didático	noticioso
restrito	fechado
vertical	erétil/perpendicular/ortostático/honrado
efêmero	curto/temporário
manuscrito	escrito
atlético	ativo
maior	grande/intenso/intensivo/maturo/maduro
abusivo	prejudicial/nocivo/daninho/danoso
vantajoso	favorável/benéfico/afirmativo/construtivo/preferencial/bom/positivo/otimista/boa/discriminatório/profícuo/propício
passível	culpado
nominal	específico/especificado
horrível	extraordinário/triste/ruim/desagradável/sujo/intenso/mesquinho/alarmante/intensivo/inquietante/arisco
corporal	corpóreo
ordinário	indecente/informal/medíocre/crônico/cotidiano/banal/usual/habituado/quotidiano/indiferente/habitual/inveterado
incondicional	independente
terapêutico	saudável
catastrófico	prejudicial/nocivo/daninho/danoso
especulativo	teórico
suicida	perigoso
incluído	cercado
nórdico	setentrional/nordestino
gelado	frio
proibido	ilegal
tremendo	extraordinário/grande
usado	antigo/velho
instável	insano/sísmico/inconstante/variável/vulcânico/mutável
improvável	incrível/último/suposto/inacreditável
inadmissível	inaceitável
medíocre	normal/inferior/ruim/ordinário/comum/costumeiro/rotineiro
agitado	inquieto
incompleto	partido/parcial/metade/nenhum
abandonado	irrestrito/inabitado/desabitado
guerreiro	militar
secular	profano/mundano/terrestre
agrário	rural
hábil	jeitoso/habilidoso/ágil/engenhoso/astuto/genial/alerta/animado/talentoso
benéfico	favorável/profícuo/vantajoso/propício
duradouro	prestativo/estável/permanente/indissolúvel/interminável/eterno/perene/perpétuo/imperecível
protector	tenro/meigo
desaparecido	perdido
amigável	bem-intencionado/social/amável/favorável/afável
denso	espesso
ansioso	ávido
solteiro	divorciado
complicado	complexo/foda/difícil/árduo/intrincado
primordial	superior/temporão/dominante/precoce/cedo
bravo	ousado/indignado/violento/animoso/valente/heróico/lívido/inconsequente/colérico/furioso/irado/audaz/destemido/feroz/raivoso/audacioso/zangado/temerário/furibundo/intrépido
inquietante	assustador/ameaçador/abominável/macabro/arriscado/horripilante/medonho/calamitoso/ominoso/terrível/pavoroso/temível/cabeludo/horrível/atroz/perigoso
inesquecível	memorável
insignificante	inútil
caseiro	doméstico
invariável	constante/imutável/inalterável/invariante
discutível	polêmico/plausível/contestável/controverso
apaixonado	carinhoso/amoroso
sintético	artificial
arbitrário	absoluto
bicha	homo/gay/homossexual
encarregado	equipado
surdo	surdo-mudo
enérgico	peremptório/físico/infatigável/vigoroso/inesgotável/incansável/assertivo/agressivo
abundante	verde/torrencial/lauto/fácil/farto/bastante/basto/copioso
informado	sensato/vivo
emergente	futuro
usual	crônico/costumado/habituado/geral/comum/habitual/genérico/costumeiro/ordinário/inveterado
furioso	bravo/tempestuoso/insano/zangado/irado/irritado
corrupto	malandro/desonesto/venal/corruptível
esporádico	ocasional/intermitente/irregular/periódico
precoce	avançado/nítrico/primitivo/mirim/primordial/prematuro/anterior
sexta	ordinal
peculiar	específico
fanático	passional
sincero	sério
unitário	unido
dedicado	devotado
irresistível	atraente/esmagador
coral	cromático
fértil	produtor/prolífico/generoso/farto/produtivo/proveitoso/fecundo/frutífero
dourado	metálico/cromático
sudeste	sulista
frigorífico	frio
aquático	marinho/subaquático
assustador	alarmante/inusual/inquietante/insólito/extraordinário/estranho
sentimental	emocional/meigo/tenro
respeitável	bom
devagar	mandrião
anónimo	incógnito/anônimo
carismático	atraente
miserável	abjeto/inferior/desprezível/mendigo/lamentável/coitado/desastroso/lastimoso/azarado/pobre/mendiga/sem-teto/sem-abrigo/infeliz/triste
cor-de-rosa	cromático
minúsculo	pequeno
humilde	inferior
insistente	contínuo
oficioso	informal
épico	grande
involuntário	vegetativo/autônomo/independente/autonómico/automático
lindo	extraordinário/belo/cênico/atraente/esplêndido/lindíssimo/fantástico/formoso/glorioso/pitoresco/bonito/precioso/magnífico/deslumbrante/maravilhoso
centésimo	ordinal
constituído	calma/reconhecido/calmo/sereno/tranqüilo/sossegado/oficial
tendente	inclinado
sumário	sucinto/lacônico/conciso
confidencial	próximo/privado
estudioso	erudito
fugitivo	curto
luxuoso	gracioso/esbelto/garboso/airoso/elegante
sorridente	animador/animado/contente
laico	profano
inexplicável	misterioso/paradoxal
intensivo	profundo/sensasional/forte/brutal/violento/esmero/severo/terrível/veemente/intenso/maior/feroz/horrível
duzentos	cardinal/cardeal
místico	irreal/esotérico
recorrente	contínuo
coincidente	proporcionado/síncrono/sincrônico/congruente
intransigente	inflexível
pertinente	relevante/aplicável/procedente
erudito	sábio/estudioso/instruído/sapiente/pedante
quantitativo	numérico/quantificável/decimal
separado	desvinculado/diferente/distinto/individual/disjunto
aleatório	confuso/atabalhoado/estocástico
impotente	incapaz/fraco
emocionante	elétrico/glamouroso/glamoroso/prestigioso/eletrizante
desigual	desnivelado/assimétrico
civilizado	civil/humano
entusiástico	ardente/evangélico/ávido/zeloso/fervente/fervoroso
frenético	doente/inquieto/selvagem/descontrolado/enfermo
fictício	irreal
hierárquico	graduável
beligerante	malvado
glorioso	bonito/sublime/incandescente/divino/formoso/lindo/belo
casta	virgem/virginal
festivo	ditoso
burro	imbecil/idiota/estúpido/sonso
vigoroso	energético/enérgico
heróico	audacioso/impressionante/grande/valoroso/valente/afoito/arrojado/audaz/bravo/destemido/corajoso
subjetivo	pessoal/preconceituoso
admissível	aceitável/lícito
húmido	aquoso/pluvioso/desleixado/pegajoso/encharcado/pesado/chuvoso/cafona/molhado
conceptual	abstrato
castanho	cromático
sinfônico	harmonioso
abrangente	amplo/extenso/plenário/universal/global/mundial
interativo	recíproco/mútuo
patético	desprezível/sarcástico
nefasto	terminal/fatal/mortal/letal
celular	multicelular
especular	meditabundo
intrínseco	inerente/interno/integrante/integral
latente	possível/potencial
estatutário	legal
linear	unidimensional
equilibrado	simétrico/proporcional
instantâneo	rápido/veloz
horizontal	plano/transversal
irrelevante	tangencial
maduro	adulto/outonal/casadoiro/maior/núbil/crescido/maturo
impecável	virtuoso/aprimorado/digno/nobre/perfeito
vertiginoso	doente/enfermo
provincial	caipira/paroquial/provinciano/rústico
débil	indeciso/vulnerável/manco/anêmico/fraco
nostálgico	consciente
imprevisto	inesperado
numérico	quantitativo
intolerável	inaceitável/insuportável/amargo
imponente	impressionante
arrogante	orgulhoso
grosseiro	indelicado
ocasional	imprevisível/raro/infrequente/casual/esporádico
adjacente	próximo
acidentado	áspero
apreciável	considerável
cíclico	periódico/circular/alternante/alterno/alternativa/alternado
superficial	aparente/fácil
constituinte	essencial
inadequado	inelegível/insuficiente/incompetente/incapaz
brando	doce/inapropriado
subsequente	concomitante/posterior/ulterior/resultante/decorrente
tênue	cadavérico/anoréxico/magro/esbelto/esguio/delgado/franzino/fino
autonómico	involuntário
celeste	divino
ilegítimo	ilegal
corporativo	organizado/corpóreo/solidário
determinado	explícito/unido
enigmático	incompreensível/esotérico/indefinido/impreciso/ambíguo/vago/dúbio
bárbaro	inumano/desumano
fúnebre	pesaroso
impróprio	nulidade/inutilizável/inútil/fútil/vão
cuidadoso	exigente
plausível	argumentável/discutível
inquieto	psicadélico/histérico/emocional/frenético/transtornado/agitado/febril/perturbado/excitado
querido	próximo
tácito	implícito
afim	relacionado
grandioso	importante/extraordinário
memorável	inesquecível
inacreditável	improvável/estarrecedor
são	lúcido/saudável
alarmante	assustador/ameaçador/abominável/macabro/arriscado/horripilante/medonho/calamitoso/ominoso/terrível/pavoroso/temível/cabeludo/horrível/atroz/perigoso
indignado	bravo/zangado/irado/irritado
sugestivo	indecente/consciente
francófono	comunicativo
lacônico	elíptico/sentencioso/compêndio/sumário/curto/conciso/sucinto
incorreto	falaz/errôneo
ousado	audacioso/aventureiro/audaz/bravo/destemido/corajoso
prolongado	longo
circundante	próximo
misto	heterogêneo
ilimitado	infinito
carinho	tolo
materno	maternal
estadual	público
fraudulento	prejudicial/nocivo/daninho/danoso
diminuto	fino/pequeno
eufórico	expansivo
recreativo	interessante
perplexo	hesitante/nublado
aventureiro	arriscado/destemido/ousado/audaz/audacioso
sublime	glorioso/sagrado/nobre
ameaçador	alarmante/inquietante
árduo	magoado/frustrante/ambicioso/controvertido/traumático/difícil/sensitivo/laborioso/terno/sensível/desafiador/ofendido/desconcertante/complicado/problemático/espinhoso
pacato	quieto
recebido	corriqueiro/convencional
leigo	mundano/terrestre
excitante	elétrico/glamouroso/glamoroso/prestigioso/eletrizante
difuso	prolixo
hipócrita	religioso/piedoso
viciado	alcoólico/dependente
alta	ensurdecedor/grande/vocal
brusco	íngreme/súbito/abrupto/repentino
marcial	militar
ineficaz	incapaz
tributário	secundário
volumoso	grande
psíquico	mental/paranormal
pornográfico	sensual/sexy
dianteiro	frontal/avançado
190	cardinal/cardeal
fulgurante	impressionante
analfabeto	semi-analfabeto
assíduo	diligente
aplicado	diligente/forense
xenófobo	receoso
delicioso	aprazível/saboroso
esquisito	atrapalhado/artificial/desajeitado
esquisito	inusual/sobrenatural/inconformista/insólito/extraordinário/estranho
sensato	ciente/sábio/discreto/informado
melancólico	triste
elegível	conveniente/adequado/apropriado/desejável/capaz
próspero	produtivo/vitorioso/triunfante/viçoso/ganhador/bem-sucedido
harmonioso	puro/compatível/sinfônico/consonante/suave
populoso	inabitado
panorâmico	largo/amplo
rude	indelicado
recíproco	bilateral/interactivo/interativo
forçado	afetado/artificial
inseguro	vulnerável/precário/duvidoso/ambivalente/convulsivo
caloroso	tépido/morno/tíbio
paradoxal	incompreensível/inexplicável
macho	masculino/varão/fálico/viril/varonil
póstumo	tardio
progressista	progressivo/chique/liberal
intocável	invulnerável
astronômico	grande
imaginativo	original/criativo/criador
indefinido	incerto/enigmático
divergente	diferente
avulso	específico
grotesco	feio/engraçado/humorístico
agravante	intensificador
rabo	posterior
temível	inquietante/alarmante
minucioso	prudente/atento
perceptível	importante
torto	escuso/assimétrico
plural	dual
delirante	selvagem/doente/descontrolado/enfermo
evangélico	entusiástico/entusiasta
consumado	habilidoso/talentoso
incansável	energético/enérgico
discriminatório	discriminativo/favorável/eclético/seletivo/profícuo/vantajoso/propício
animado	jeitoso/animador/alegre/sorridente/engenhoso/radiante/risonho/astuto/genial/feliz/hábil/contente
quinhentos	cardinal/cardeal
subordinado	auxiliar/secundário/adjunto/assistente
veemente	forte/intensivo/intenso
ruidoso	colorido/clamoroso
soberbo	orgulhoso
saboroso	gostoso/acre/amargo/salgado/agridoce/apetitoso/delicioso
apreensivo	receoso/desassossegado
utópico	visionário
coeso	adesivo
comprimido	fechado/compressível
onipresente	presente
branca	caucasiano/caucasiana
lúcido	são/sadio
receoso	apreensivo/assustado/claustrofóbico/xenófobo/apavorado/pasmo/agorafóbico/espantado/pasmado/amedrontado
imperioso	orgulhoso
sinuoso	tortuoso/circunflexo
mole	inapropriado/macio
invejável	desejável
compulsivo	ambicioso
superior	alto/brilhante/destacado/seleto/magnífico/primordial/fino/excepcional/excelente/extraordinário/fabuloso/luzente/exímio
aderente	adesivo
inofensivo	inócuo/inocente
indisponível	inacessível
exuberante	liberal
apropriado	atempado/elegível/próprio/capaz/adequado/conveniente
predominante	freqüente
afirmativo	vantajoso/positivo
assado	cozinhado
imune	isento
drogado	embriagado/ébrio/bêbado/bêbedo
envergonhado	culpado
fluido	líquido/gracioso
enganado	incorrecto
incompetente	incapaz/inadequado/ruim
análogo	similar/equivalente/eqüidistante
térmico	quente
veloz	ligeiro/expresso/alado/instantâneo/célere/breve/rápido
maldito	perdido/condenado
ávido	entusiástico/cobiçoso/tinhoso/impaciente/ansioso/sequioso/entusiasta
elástico	adaptável/flexível/ajustável
conclusivo	definitivo/decisivo
sísmico	instável/precário
estático	imóvel
montanhoso	áspero
formidável	impressionante/extraordinário
loiro	arenoso
inacessível	distante/indisponível
rubro	colorido
sofisticado	mundano/educado/inteligente/cortês/polido
sagrado	inviolável/espiritual/inefável/divino/bendito/sublime/religioso/santo
farto	fértil/verde/torrencial/abundante/copioso/bastante/lauto/proveitoso/fecundo/frutífero/fácil
equipado	encarregado
incontestável	inegável
mentiroso	falso/errado
nocivo	degradante/difamatório/pernicioso/insidioso/deletério/prejudicial/fraudulento/catastrófico/mal/calunioso/abusivo/danoso/infamante
sensual	físico/esquentado/pornográfico/sexual/libidinoso/erótico/doidão/orgíaco/verde/promíscuo/excitado/indecente/devasso/lascivo/quente
incipiente	temporão/cedo
tolerante	paciente
lícito	legal/admissível
sem-abrigo	infeliz/miserável
queimado	cozinhado
exíguo	escasso
entusiasmado	embriagado/louco/nervoso/ébrio/bêbado
terciário	ordinal
preparado	imediato/rápido
cômodo	acessível
adormecido	sonolento/dorminhoco
variado	diferente/heterogêneo
cósmico	grande
irritante	desconfortável/incómodo/incômodo
irracional	supersticioso
esquecido	despercebido
nulidade	vão/inapto/inútil/impróprio
grato	agradecido/apreciativo/obrigado
gótico	estranho/extraordinário/insólito/inusual
desconcertante	confuso/árduo/difícil/foda/intrincado
louvável	decoroso/digno
trezentos	cardinal/cardeal
vistoso	colorido/insípido
sulista	austral/sudoeste/sudeste/meridional
infernal	desagradável/maléfico/mau/má/ruim/malvado/arisco
reservado	inexpressivo/reticente
virtuoso	impecável
austero	simples
pálido	incolor
lutador	agressivo
deslumbrante	radiante/bonito/brilhante/luminoso/claro/formoso/lindo/belo
ciente	sensato/vivo
apertado	justo/invulnerável
voador	movente
repetitivo	contínuo/iterativo
espesso	gordo/gelatinoso/denso/viscoso
inviável	romântico/morto
monstruoso	feio
ofendido	árduo/dolorido/doloroso/extenuante/doído
ameno	simpático/agradável
cosmopolita	viajado
menor	pequeno
imbatível	invencível
idiota	retardado/fátuo/burro/imbecil/sonso/estúpido
desumano	desalmado/bestial/inumano/feroz/bárbaro/animal/cruel/brutal
escondido	invisível
divertido	satisfeito/humorístico/contente/interessante/engraçado
paroquial	provincial
apocalíptico	profético
díspar	outro
preponderante	dominante
macabro	alarmante/inquietante
rústico	provincial
humorístico	ridículo/sutil/irônico/engraçado/espirituoso/jocoso/hilário/hilariante/cômico/divertido/grotesco
dominador	mandão/tirano/autoritário/opressivo/ditatorial/opressor
talentoso	mestre/consumado/versado/competente/hábil/habilidoso/experiente
obsceno	indecente/sujo
impiedoso	feroz/mortal
afluente	rico
satisfeito	orgulhoso/contente/divertido
milagroso	sobrenatural
arcaico	antigo/velho
cromático	rosa/pétreo/rosado/amarelo/ambarino/baio/olivo/ruivo/coral/acastanhado/áureo/laranja/verde/vermelho/roxo/azul-petróleo/bronzeado/amarelento/verde-azeitona/azul/avermelhado/cerúleo/cor-de-laranja/carmim/castanho/pardo/azulado/tirante/amarelado/esverdeado/marrom/purpúreo/avelaneira/moreno/cereja/violeta/dourado/lilás/encarnado/alaranjado/cor-de-rosa/púrpura
irrepreensível	inocente
decadente	indulgente
sênior	ancião
incisivo	perspicaz
imoral	devasso/desgraçado/infamante/degradante/libertino/ignominioso/torpe
visionário	utópico
autorizado	oficial
ditatorial	dominador
imparcial	indiferente
combinado	unido
modelar	decoroso/digno
infindável	infinito
maluco	insano/tolo
eminente	alto
explicativo	noticioso
arrojado	heróico/animoso/valente/destemido
inexorável	inevitável/previsível
lindíssimo	bonito/formoso/lindo/belo
transversal	horizontal/transverso
vulcânico	instável/precário
figurativo	tropical/metafórico/poético/analógico
retórico	poético/bombástico/forense/oratório
degradante	tóxico/desonroso/nocivo/imoral
hesitante	perplexo
predador	agressivo/cobiçoso/sequioso
estéril	inóspito/infértil/improdutivo
incomparável	incomensurável/inigualável/único
subaquático	aquático
irritado	indignado/lívido/colérico/furioso/irado/feroz/raivoso/zangado/furibundo
esquerdista	liberal/esquerda
meridional	sulista
anacrônico	assíncrono
inesgotável	infinito/energético/enérgico
letal	nefasto/fatal
metafísico	teórico/sobrenatural
existencial	empírico
ardente	entusiástico/passional/entusiasta
mesquinho	estreito/horrível/antipático
incessante	contínuo
assustado	receoso/excitável
amável	amigo/afável/benigno/benevolente/benévolo/bondoso/amigável/amistoso/gentil/lhano
colossal	grande
honrado	venerável/perpendicular/augusto/vertical
gratidão	agradecido/apreciativo/obrigado
saliente	proeminente/importante/ilustre
indefeso	inerme/vulnerável/desesperado/desarmado
fugaz	curto
interdito	ilegal
interactivo	recíproco/mútuo
ininterrupto	contínuo
diabólico	maléfico/mau/má/ruim/malvado
pré-histórico	passado
proeminente	conspícuo/importante/ilustre/saliente
frustrante	árduo/difícil/foda/intrincado
abrupto	escarpado/explosivo/fulminante/brusco/íngreme/súbito/repentino
calúnia	malicioso/perverso/maldoso
tridimensional	cúbico/multidimensional/isométrico
aflito	inapropriado
egoísta	orgulhoso
volátil	inconstante/mutável/variável
inflexível	intransigente/rígido/teso
inócuo	inocente/inofensivo
divorciado	solteiro
célere	rápido/veloz
singelo	simplístico
torrencial	lauto/farto/bastante/basto/copioso/abundante
incólume	indene/indemne
exímio	superior
profano	secular/laico
milésimo	ordinal
parasita	dependente
distintivo	característico
ileso	indene/indemne
metafórico	figurativo
metódico	organizado
incorrecto	repreensível/errado/mau/enganado
penitenciário	punitivo
ilusório	irreal/desonroso
bilíngüe	multilingue
ágil	inteligente/ativo/jeitoso/engenhoso/astuto/genial/hábil
impaciente	ávido
transmissível	contagioso
punível	culpado
literal	explícito/exato/verdadeiro/preciso/correcto/certo
reticente	reservado
corrosivo	sarcástico/destrutivo
estupefato	surpreso/surpresa
educado	sofisticado
defeso	ilegal
perturbado	inquieto
triunfante	próspero/bem-sucedido
substantivo	significativo/essencial
áureo	cromático/metálico
higiênico	sanitário
hilariante	humorístico/engraçado
bêbado	drogado/excitado/orgíaco/tocado/pedrado/entusiasmado/grogue
momentâneo	curto
trivial	frívolo/fútil
empreendedor	empresarial/diligente
desinteressado	indiferente/apático
valente	bravo/heróico/animoso/destemido/valoroso/afoito/arrojado/corajoso
macio	aveludado/esponjoso/mastigável/flácido/aerodinâmica/fofo/mole/aerodinâmico/fofa
gratificante	aprazível
acolhedor	confortável
enganoso	desonroso
declarado	explícito
coitado	infeliz/miserável
povoado	inabitado
eclético	discriminatório
polar	antártico/frio/antárctico/ártico
extravagante	sobrenatural
contagioso	transmissível
vitoriano	próprio/adequado/conveniente
decidido	definitivo
anômalo	anormal/diferente
salutar	saudável
nordestino	nórdico/nortista
alegórico	representativo
impraticável	romântico/impossível
supérfluo	desnecessário/prolixo
pitoresco	colorido/bonito/formoso/lindo/belo
picante	acídulo/azedo/desgradável
cobarde	pusilânime
desgraçado	desonroso/imoral
deplorável	ruim
fatídico	decisivo
irreal	ilusório/fantástico/fictício/mítico/alucinatório/imaginário/místico/lendário
suposto	crível/improvável/provável
provinciano	provincial
cosmético	estético
aristocrático	nobre
aberrante	anormal
uno	cardinal/cardeal
maligno	canceroso
canceroso	maligno
atempado	apropriado
áspero	abrasivo/arisco/montanhoso/anguloso/rochoso/acidentado/desagradável/pedroso/pedregoso
quinzenal	periódico
esperto	astuto
preguiçoso	desempregado
conflituoso	controverso/polêmico
risonho	animador/animado/contente
heterogêneo	misto/sortido/variado
roxo	cromático
escorregadio	lodoso/deslizante
todo-poderoso	poderoso
devoto	piedoso/religioso
punitivo	penal/penitenciário
demonstrativo	noticioso
traumático	árduo/dolorido/doloroso/extenuante/doído
ganhador	próspero/bem-sucedido
repentino	escarpado/explosivo/fulminante/brusco/íngreme/súbito/abrupto
espantado	receoso
manso	dócil/suave
destrutivo	negativo/iconoclástico/cáustico/esbanjador/corrosivo
liso	aveludado/aerodinâmica/aerodinâmico
dúbio	enigmático
rotineiro	medíocre/cotidiano/banal/quotidiano/indiferente
aristocrata	nobre
exeqüível	possível
inerte	imóvel/inativo
imperceptível	invisível
identificável	classificável/diagnosticável
coberto	encharcado/empoeirado
quieto	pacato/silencioso
zangado	bravo/indignado/lívido/colérico/furioso/feroz/raivoso/furibundo/irado/irritado
defeituoso	anormal/imperfeito
empírico	confirmável/existencial/experimental/testável
analógico	figurativo
terno	jovem/árduo/dolorido/doloroso/extenuante/doído/carinhoso/amoroso
termal	quente
robusto	forte
doentio	asmático/gangrenoso/patológico/mental/ictérico/inflamatório/espumoso/artrítico/descorado/mórbido
sórdido	sujo
anão	pequeno
engenhoso	ágil/capaz/alerta/animado/hábil
circunstancial	específico
desarmado	indefeso
tenebroso	escuro
personalizado	pessoal
inestimável	precioso/valioso
histérico	inquieto
relutante	desafiador
satírico	sarcástico
inconsequente	audacioso/audaz/bravo/destemido/corajoso
levado	ruim
nebuloso	triste
simétrico	bilateral/equilibrado/intercambiável
molhado	aquoso/pluvioso/húmido/desleixado/pegajoso/encharcado/pesado/chuvoso/cafona
venenoso	malicioso/tóxico/perverso/maldoso
austral	sulista
apático	letárgico/desinteressado
acabado	polido/terminado
imperfeito	humano/defeituoso/irregular
inalterável	invariável/imutável
mundano	leigo/sofisticado/secular
pernicioso	tóxico/nocivo
ultravioleta	invisível
enganador	desonroso
azedo	desgradável/cortante/ácido/adstringente/acerbo/picante/acídulo
vencido	pagável
afável	amigo/amigável/amistoso/amável/gentil/lhano
rochoso	áspero
procedente	relevante/pertinente
traiçoeiro	perigoso/infiel
desonesto	corrupto
passional	colérico/ardente/fanático/devasso/flamejante/furiosa
rudimentar	basilar
teimoso	tenaz/porfiado/obstinado
esforçado	diligente
permeável	poroso
pomposo	presumido
precipitado	imprudente/apressado
esotérico	arcano/enigmático/abstracto/obscuro/místico/abstruso/misterioso/abstrato/oculto/secreto/recôndito/cabalístico
anedótico	comunicativo
espinhoso	árduo/difícil/foda/intrincado
reto	direito/perpendicular/bom/justo
proverbial	sabido
salgado	saboroso
radiante	contente/deslumbrante/reluzente/iridescente/prata/prateado/argênteo/refulgente/faiscante/argentino/animado/animador/brilhante/luminoso/claro
tortuoso	complexo/semicircular/sinusoidal/sinuoso/curvilíneo/intrincado
fulminante	súbito/abrupto/repentino
verídico	típico
diabético	doente/enfermo
espaçoso	amplo
